Orthogroup	Acropora_tenuis_0.11.maker_post_001.proteins	Latest_AmilRS_AdiTakeuchi_SpisPeled_SpisDrake_SpisManju_extras.FIX (5)	Montipora_capitata_HIv3.genes.pep	Pocillopora_acuta_HIv2.genes.pep	Spis.genome.annotation.pep.longest
OG0018753	aten_0.1.m1.13900.m1				
OG0018754	aten_0.1.m1.5551.m1				
OG0018755	aten_0.1.m1.21869.m1				
OG0018756	aten_0.1.m1.36046.m1				
OG0018757	aten_0.1.m1.550.m1				
OG0018758	aten_0.1.m1.25853.m1				
OG0018759	aten_0.1.m1.21170.m1				
OG0018760	aten_0.1.m1.3738.m1				
OG0018761	aten_0.1.m1.34016.m1				
OG0018762	aten_0.1.m1.23252.m1				
OG0018763	aten_0.1.m1.10866.m1				
OG0018764	aten_0.1.m1.17209.m1				
OG0018765	aten_0.1.m1.13143.m1				
OG0018766	aten_0.1.m1.11878.m1				
OG0018767	aten_0.1.m1.6649.m1				
OG0018768	aten_0.1.m1.21494.m1				
OG0018769	aten_0.1.m1.25680.m1				
OG0018770	aten_0.1.m1.13388.m1				
OG0018771	aten_0.1.m1.7106.m1				
OG0018772	aten_0.1.m1.36008.m1				
OG0018773	aten_0.1.m1.35295.m1				
OG0018774	aten_0.1.m1.2580.m1				
OG0018775	aten_0.1.m1.18707.m1				
OG0018776	aten_0.1.m1.29409.m1				
OG0018777	aten_0.1.m1.14523.m1				
OG0018778	aten_0.1.m1.36326.m1				
OG0018779	aten_0.1.m1.8761.m1				
OG0018780	aten_0.1.m1.23202.m1				
OG0018781	aten_0.1.m1.22843.m1				
OG0018782	aten_0.1.m1.38356.m1				
OG0018783	aten_0.1.m1.7326.m1				
OG0018784	aten_0.1.m1.12448.m1				
OG0018785	aten_0.1.m1.36524.m1				
OG0018786	aten_0.1.m1.11534.m1				
OG0018787	aten_0.1.m1.23271.m1				
OG0018788	aten_0.1.m1.20398.m1				
OG0018789	aten_0.1.m1.17235.m1				
OG0018790	aten_0.1.m1.25945.m1				
OG0018791	aten_0.1.m1.3909.m1				
OG0018792	aten_0.1.m1.24616.m1				
OG0018793	aten_0.1.m1.29369.m1				
OG0018794	aten_0.1.m1.18463.m1				
OG0018795	aten_0.1.m1.11421.m1				
OG0018796	aten_0.1.m1.22854.m1				
OG0018797	aten_0.1.m1.13658.m1				
OG0018798	aten_0.1.m1.34123.m1				
OG0018799	aten_0.1.m1.3400.m1				
OG0018800	aten_0.1.m1.34129.m1				
OG0018801	aten_0.1.m1.35292.m1				
OG0018802	aten_0.1.m1.36364.m1				
OG0018803	aten_0.1.m1.22478.m1				
OG0018804	aten_0.1.m1.24535.m1				
OG0018805	aten_0.1.m1.8406.m1				
OG0018806	aten_0.1.m1.18110.m1				
OG0018807	aten_0.1.m1.21100.m1				
OG0018808	aten_0.1.m1.23139.m1				
OG0018809	aten_0.1.m1.24753.m1				
OG0018810	aten_0.1.m1.5246.m1				
OG0018811	aten_0.1.m1.21545.m1				
OG0018812	aten_0.1.m1.28724.m1				
OG0018813	aten_0.1.m1.5711.m1				
OG0018814	aten_0.1.m1.33606.m1				
OG0018815	aten_0.1.m1.30282.m1				
OG0018816	aten_0.1.m1.35951.m1				
OG0018817	aten_0.1.m1.28388.m1				
OG0018818	aten_0.1.m1.6699.m1				
OG0018819	aten_0.1.m1.35429.m1				
OG0018820	aten_0.1.m1.23674.m1				
OG0018821	aten_0.1.m1.31856.m1				
OG0018822	aten_0.1.m1.28669.m1				
OG0018823	aten_0.1.m1.31977.m1				
OG0018824	aten_0.1.m1.13820.m1				
OG0018825	aten_0.1.m1.13815.m1				
OG0018826	aten_0.1.m1.14827.m1				
OG0018827	aten_0.1.m1.7370.m1				
OG0018828	aten_0.1.m1.19477.m1				
OG0018829	aten_0.1.m1.26766.m1				
OG0018830	aten_0.1.m1.29456.m1				
OG0018831	aten_0.1.m1.1757.m1				
OG0018832	aten_0.1.m1.13764.m1				
OG0018833	aten_0.1.m1.33771.m1				
OG0018834	aten_0.1.m1.10840.m1				
OG0018835	aten_0.1.m1.15842.m1				
OG0018836	aten_0.1.m1.20417.m1				
OG0018837	aten_0.1.m1.10737.m1				
OG0018838	aten_0.1.m1.14314.m1				
OG0018839	aten_0.1.m1.16020.m1				
OG0018840	aten_0.1.m1.11632.m1				
OG0018841	aten_0.1.m1.26446.m1				
OG0018842	aten_0.1.m1.16647.m1				
OG0018843	aten_0.1.m1.2714.m1				
OG0018844	aten_0.1.m1.27231.m1				
OG0018845	aten_0.1.m1.1328.m1				
OG0018846	aten_0.1.m1.23316.m1				
OG0018847	aten_0.1.m1.35202.m1				
OG0018848	aten_0.1.m1.9451.m1				
OG0018849	aten_0.1.m1.26986.m1				
OG0018850	aten_0.1.m1.5.m1				
OG0018851	aten_0.1.m1.33515.m1				
OG0018852	aten_0.1.m1.15847.m1				
OG0018853	aten_0.1.m1.26689.m1				
OG0018854	aten_0.1.m1.12850.m1				
OG0018855	aten_0.1.m1.11877.m1				
OG0018856	aten_0.1.m1.30654.m1				
OG0018857	aten_0.1.m1.6151.m1				
OG0018858	aten_0.1.m1.8371.m1				
OG0018859	aten_0.1.m1.19611.m1				
OG0018860	aten_0.1.m1.7234.m1				
OG0018861	aten_0.1.m1.12512.m1				
OG0018862	aten_0.1.m1.8101.m1				
OG0018863	aten_0.1.m1.30789.m1				
OG0018864	aten_0.1.m1.30111.m1				
OG0018865	aten_0.1.m1.12436.m1				
OG0018866	aten_0.1.m1.31757.m1				
OG0018867	aten_0.1.m1.32231.m1				
OG0018868	aten_0.1.m1.20072.m1				
OG0018869	aten_0.1.m1.7849.m1				
OG0018870	aten_0.1.m1.653.m1				
OG0018871	aten_0.1.m1.34865.m1				
OG0018872	aten_0.1.m1.30948.m1				
OG0018873	aten_0.1.m1.26098.m1				
OG0018874	aten_0.1.m1.24343.m1				
OG0018875	aten_0.1.m1.16303.m1				
OG0018876	aten_0.1.m1.12315.m1				
OG0018877	aten_0.1.m1.37156.m1				
OG0018878	aten_0.1.m1.28546.m1				
OG0018879	aten_0.1.m1.29031.m1				
OG0018880	aten_0.1.m1.6826.m1				
OG0018881	aten_0.1.m1.18207.m1				
OG0018882	aten_0.1.m1.28597.m1				
OG0018883	aten_0.1.m1.10827.m1				
OG0018884	aten_0.1.m1.6263.m1				
OG0018885	aten_0.1.m1.21793.m1				
OG0018886	aten_0.1.m1.34915.m1				
OG0018887	aten_0.1.m1.23859.m1				
OG0018888	aten_0.1.m1.7300.m1				
OG0018889	aten_0.1.m1.15540.m1				
OG0018890	aten_0.1.m1.16110.m1				
OG0018891	aten_0.1.m1.31945.m1				
OG0018892	aten_0.1.m1.22172.m1				
OG0018893	aten_0.1.m1.9819.m1				
OG0018894	aten_0.1.m1.36537.m1				
OG0018895	aten_0.1.m1.22909.m1				
OG0018896	aten_0.1.m1.30207.m1				
OG0018897	aten_0.1.m1.16288.m1				
OG0018898	aten_0.1.m1.3733.m1				
OG0018899	aten_0.1.m1.32376.m1				
OG0018900	aten_0.1.m1.37336.m1				
OG0018901	aten_0.1.m1.15051.m1				
OG0018902	aten_0.1.m1.26092.m1				
OG0018903	aten_0.1.m1.2482.m1				
OG0018904	aten_0.1.m1.15720.m1				
OG0018905	aten_0.1.m1.37273.m1				
OG0018906	aten_0.1.m1.37406.m1				
OG0018907	aten_0.1.m1.24465.m1				
OG0018908	aten_0.1.m1.1581.m1				
OG0018909	aten_0.1.m1.16412.m1				
OG0018910	aten_0.1.m1.19568.m1				
OG0018911	aten_0.1.m1.14392.m1				
OG0018912	aten_0.1.m1.1728.m1				
OG0018913	aten_0.1.m1.29269.m1				
OG0018914	aten_0.1.m1.13623.m1				
OG0018915	aten_0.1.m1.32860.m1				
OG0018916	aten_0.1.m1.24849.m1				
OG0018917	aten_0.1.m1.35751.m1				
OG0018918	aten_0.1.m1.22453.m1				
OG0018919	aten_0.1.m1.37754.m1				
OG0018920	aten_0.1.m1.7164.m1				
OG0018921	aten_0.1.m1.31357.m1				
OG0018922	aten_0.1.m1.21701.m1				
OG0018923	aten_0.1.m1.8205.m1				
OG0018924	aten_0.1.m1.18937.m1				
OG0018925	aten_0.1.m1.16109.m1				
OG0018926	aten_0.1.m1.16661.m1				
OG0018927	aten_0.1.m1.22980.m1				
OG0018928	aten_0.1.m1.25514.m1				
OG0018929	aten_0.1.m1.10806.m1				
OG0018930	aten_0.1.m1.8806.m1				
OG0018931	aten_0.1.m1.32078.m1				
OG0018932	aten_0.1.m1.17705.m1				
OG0018933	aten_0.1.m1.23239.m1				
OG0018934	aten_0.1.m1.2903.m1				
OG0018935	aten_0.1.m1.16518.m1				
OG0018936	aten_0.1.m1.28995.m1				
OG0018937	aten_0.1.m1.10363.m1				
OG0018938	aten_0.1.m1.18897.m1				
OG0018939	aten_0.1.m1.1054.m1				
OG0018940	aten_0.1.m1.22805.m1				
OG0018941	aten_0.1.m1.24523.m1				
OG0018942	aten_0.1.m1.12966.m1				
OG0018943	aten_0.1.m1.23775.m1				
OG0018944	aten_0.1.m1.13289.m1				
OG0018945	aten_0.1.m1.20670.m1				
OG0018946	aten_0.1.m1.6722.m1				
OG0018947	aten_0.1.m1.12371.m1				
OG0018948	aten_0.1.m1.36799.m1				
OG0018949	aten_0.1.m1.1266.m1				
OG0018950	aten_0.1.m1.23797.m1				
OG0018951	aten_0.1.m1.36614.m1				
OG0018952	aten_0.1.m1.8450.m1				
OG0018953	aten_0.1.m1.26312.m1				
OG0018954	aten_0.1.m1.5909.m1				
OG0018955	aten_0.1.m1.24490.m1				
OG0018956	aten_0.1.m1.22766.m1				
OG0018957	aten_0.1.m1.18041.m1				
OG0018958	aten_0.1.m1.36269.m1				
OG0018959	aten_0.1.m1.13995.m1				
OG0018960	aten_0.1.m1.16267.m1				
OG0018961	aten_0.1.m1.15530.m1				
OG0018962	aten_0.1.m1.36506.m1				
OG0018963	aten_0.1.m1.2474.m1				
OG0018964	aten_0.1.m1.8096.m1				
OG0018965	aten_0.1.m1.2825.m1				
OG0018966	aten_0.1.m1.14845.m1				
OG0018967	aten_0.1.m1.28277.m1				
OG0018968	aten_0.1.m1.28713.m1				
OG0018969	aten_0.1.m1.7448.m1				
OG0018970	aten_0.1.m1.21705.m1				
OG0018971	aten_0.1.m1.22894.m1				
OG0018972	aten_0.1.m1.23057.m1				
OG0018973	aten_0.1.m1.9521.m1				
OG0018974	aten_0.1.m1.1351.m1				
OG0018975	aten_0.1.m1.19090.m1				
OG0018976	aten_0.1.m1.10207.m1				
OG0018977	aten_0.1.m1.31458.m1				
OG0018978	aten_0.1.m1.3381.m1				
OG0018979	aten_0.1.m1.9239.m1				
OG0018980	aten_0.1.m1.21292.m1				
OG0018981	aten_0.1.m1.34579.m1				
OG0018982	aten_0.1.m1.5295.m1				
OG0018983	aten_0.1.m1.17386.m1				
OG0018984	aten_0.1.m1.12242.m1				
OG0018985	aten_0.1.m1.22108.m1				
OG0018986	aten_0.1.m1.7691.m1				
OG0018987	aten_0.1.m1.13988.m1				
OG0018988	aten_0.1.m1.22678.m1				
OG0018989	aten_0.1.m1.26593.m1				
OG0018990	aten_0.1.m1.35622.m1				
OG0018991	aten_0.1.m1.7658.m1				
OG0018992	aten_0.1.m1.31794.m1				
OG0018993	aten_0.1.m1.18527.m1				
OG0018994	aten_0.1.m1.17992.m1				
OG0018995	aten_0.1.m1.35283.m1				
OG0018996	aten_0.1.m1.12441.m1				
OG0018997	aten_0.1.m1.10539.m1				
OG0018998	aten_0.1.m1.17601.m1				
OG0018999	aten_0.1.m1.31988.m1				
OG0019000	aten_0.1.m1.1624.m1				
OG0019001	aten_0.1.m1.477.m1				
OG0019002	aten_0.1.m1.24506.m1				
OG0019003	aten_0.1.m1.16388.m1				
OG0019004	aten_0.1.m1.18958.m1				
OG0019005	aten_0.1.m1.31354.m1				
OG0019006	aten_0.1.m1.35288.m1				
OG0019007	aten_0.1.m1.33177.m1				
