Orthogroup	Latest_AmilRS_AdiTakeuchi_SpisPeled_SpisDrake_SpisManju_extras.FIX (5)	Montipora_capitata_HIv3.genes.pep	Pocillopora_acuta_HIv2.genes.pep	Spis.genome.annotation.pep.longest
OG0018776	JT004498.1			
OG0018777	JR971508.1			
OG0018778	aug_v2a.01441.t1_0.1440.t1			
OG0018779	g15888			
OG0018780	g3745.t1			
OG0018781	10186			
OG0018782	g10187			
OG0018783		Montipora_capitata_HIv3___RNAseq.g14166.t1		
OG0018784		Montipora_capitata_HIv3___RNAseq.g25488.t1		
OG0018785		Montipora_capitata_HIv3___RNAseq.g27361.t1		
OG0018786		Montipora_capitata_HIv3___RNAseq.g12815.t1		
OG0018787		Montipora_capitata_HIv3___RNAseq.g41069.t1		
OG0018788		Montipora_capitata_HIv3___TS.g40966.t1		
OG0018789		Montipora_capitata_HIv3___TS.g17701.t1a		
OG0018790		Montipora_capitata_HIv3___RNAseq.g27363.t1		
OG0018791		Montipora_capitata_HIv3___RNAseq.g19454.t1		
OG0018792		Montipora_capitata_HIv3___TS.g7568.t2		
OG0018793		Montipora_capitata_HIv3___RNAseq.g19966.t1		
OG0018794		Montipora_capitata_HIv3___TS.g21561.t1		
OG0018795		Montipora_capitata_HIv3___RNAseq.g20269.t1		
OG0018796		Montipora_capitata_HIv3___RNAseq.g36713.t1		
OG0018797		Montipora_capitata_HIv3___RNAseq.g34651.t1		
OG0018798		Montipora_capitata_HIv3___RNAseq.g48581.t1		
OG0018799		Montipora_capitata_HIv3___TS.g37051.t2		
OG0018800		Montipora_capitata_HIv3___TS.g12628.t1		
OG0018801		Montipora_capitata_HIv3___TS.g17100.t1		
OG0018802		Montipora_capitata_HIv3___RNAseq.g23113.t1		
OG0018803		Montipora_capitata_HIv3___RNAseq.g26779.t1		
OG0018804		Montipora_capitata_HIv3___RNAseq.g48634.t1		
OG0018805		Montipora_capitata_HIv3___RNAseq.g43964.t1		
OG0018806		Montipora_capitata_HIv3___RNAseq.g49053.t1		
OG0018807		Montipora_capitata_HIv3___RNAseq.g12179.t1		
OG0018808		Montipora_capitata_HIv3___RNAseq.g26736.t1		
OG0018809		Montipora_capitata_HIv3___TS.g49474.t1		
OG0018810		Montipora_capitata_HIv3___RNAseq.g8652.t1		
OG0018811		Montipora_capitata_HIv3___RNAseq.g37213.t1		
OG0018812		Montipora_capitata_HIv3___TS.g47452.t1		
OG0018813		Montipora_capitata_HIv3___RNAseq.g25111.t1		
OG0018814		Montipora_capitata_HIv3___RNAseq.g9261.t1		
OG0018815		Montipora_capitata_HIv3___TS.g35841.t1		
OG0018816		Montipora_capitata_HIv3___RNAseq.g1701.t1		
OG0018817		Montipora_capitata_HIv3___RNAseq.g24723.t1		
OG0018818		Montipora_capitata_HIv3___RNAseq.g44760.t1		
OG0018819		Montipora_capitata_HIv3___TS.g47770.t1		
OG0018820		Montipora_capitata_HIv3___RNAseq.g1616.t1b		
OG0018821		Montipora_capitata_HIv3___RNAseq.g17010.t1		
OG0018822		Montipora_capitata_HIv3___RNAseq.g3754.t1		
OG0018823		Montipora_capitata_HIv3___RNAseq.g34126.t1		
OG0018824		Montipora_capitata_HIv3___TS.g44720.t1		
OG0018825		Montipora_capitata_HIv3___TS.g22083.t1		
OG0018826		Montipora_capitata_HIv3___RNAseq.g20674.t2		
OG0018827		Montipora_capitata_HIv3___RNAseq.g20888.t1		
OG0018828		Montipora_capitata_HIv3___RNAseq.g27181.t1		
OG0018829		Montipora_capitata_HIv3___RNAseq.g15419.t1		
OG0018830		Montipora_capitata_HIv3___RNAseq.g27829.t1		
OG0018831		Montipora_capitata_HIv3___RNAseq.g10742.t1		
OG0018832		Montipora_capitata_HIv3___TS.g25958.t1		
OG0018833		Montipora_capitata_HIv3___TS.g1954.t1		
OG0018834		Montipora_capitata_HIv3___RNAseq.g44928.t1		
OG0018835		Montipora_capitata_HIv3___RNAseq.g37569.t1		
OG0018836		Montipora_capitata_HIv3___RNAseq.g44583.t1		
OG0018837		Montipora_capitata_HIv3___RNAseq.g25629.t1		
OG0018838		Montipora_capitata_HIv3___RNAseq.g40851.t1		
OG0018839		Montipora_capitata_HIv3___TS.g6945.t1		
OG0018840		Montipora_capitata_HIv3___TS.g38786.t1		
OG0018841		Montipora_capitata_HIv3___RNAseq.g43320.t1		
OG0018842		Montipora_capitata_HIv3___RNAseq.g7718.t1		
OG0018843		Montipora_capitata_HIv3___RNAseq.g35459.t2		
OG0018844		Montipora_capitata_HIv3___RNAseq.g22849.t1		
OG0018845		Montipora_capitata_HIv3___TS.g20207.t1		
OG0018846		Montipora_capitata_HIv3___RNAseq.g13578.t1		
OG0018847		Montipora_capitata_HIv3___RNAseq.g9224.t1		
OG0018848		Montipora_capitata_HIv3___RNAseq.g48907.t1		
OG0018849		Montipora_capitata_HIv3___TS.g16765.t1b		
OG0018850		Montipora_capitata_HIv3___RNAseq.g8025.t1		
OG0018851		Montipora_capitata_HIv3___RNAseq.g39300.t1		
OG0018852		Montipora_capitata_HIv3___RNAseq.g23595.t1		
OG0018853		Montipora_capitata_HIv3___TS.g25750.t1		
OG0018854		Montipora_capitata_HIv3___RNAseq.g32528.t1		
OG0018855		Montipora_capitata_HIv3___RNAseq.g42114.t1		
OG0018856		Montipora_capitata_HIv3___TS.g50544.t1		
OG0018857		Montipora_capitata_HIv3___RNAseq.g4818.t1		
OG0018858		Montipora_capitata_HIv3___RNAseq.g24417.t1		
OG0018859		Montipora_capitata_HIv3___RNAseq.g38215.t1		
OG0018860		Montipora_capitata_HIv3___TS.g39730.t1		
OG0018861		Montipora_capitata_HIv3___RNAseq.g15560.t1		
OG0018862		Montipora_capitata_HIv3___RNAseq.30680_t		
OG0018863		Montipora_capitata_HIv3___RNAseq.g25119.t1		
OG0018864		Montipora_capitata_HIv3___TS.g29312.t1		
OG0018865		Montipora_capitata_HIv3___TS.g10168.t2		
OG0018866		Montipora_capitata_HIv3___RNAseq.g8073.t1		
OG0018867		Montipora_capitata_HIv3___RNAseq.g13269.t1		
OG0018868		Montipora_capitata_HIv3___RNAseq.g43185.t1		
OG0018869		Montipora_capitata_HIv3___TS.g47249.t1a		
OG0018870		Montipora_capitata_HIv3___RNAseq.g5976.t1		
OG0018871		Montipora_capitata_HIv3___RNAseq.g12906.t1		
OG0018872		Montipora_capitata_HIv3___RNAseq.g48781.t1		
OG0018873		Montipora_capitata_HIv3___RNAseq.g4677.t1		
OG0018874		Montipora_capitata_HIv3___TS.g15222.t1b		
OG0018875		Montipora_capitata_HIv3___RNAseq.g11646.t1		
OG0018876		Montipora_capitata_HIv3___TS.g15222.t1c		
OG0018877		Montipora_capitata_HIv3___RNAseq.g29883.t1		
OG0018878		Montipora_capitata_HIv3___RNAseq.g33011.t1		
OG0018879		Montipora_capitata_HIv3___RNAseq.g7929.t1		
OG0018880		Montipora_capitata_HIv3___RNAseq.g27212.t1		
OG0018881		Montipora_capitata_HIv3___RNAseq.g30708.t1		
OG0018882		Montipora_capitata_HIv3___RNAseq.g44116.t1		
OG0018883		Montipora_capitata_HIv3___TS.g1263.t1		
OG0018884		Montipora_capitata_HIv3___RNAseq.g36466.t1		
OG0018885		Montipora_capitata_HIv3___RNAseq.g18899.t1a		
OG0018886		Montipora_capitata_HIv3___RNAseq.g42459.t1		
OG0018887		Montipora_capitata_HIv3___TS.g31503.t2		
OG0018888		Montipora_capitata_HIv3___TS.g42918.t1		
OG0018889		Montipora_capitata_HIv3___RNAseq.g36410.t1		
OG0018890		Montipora_capitata_HIv3___RNAseq.g8951.t1		
OG0018891		Montipora_capitata_HIv3___RNAseq.g3178.t1		
OG0018892		Montipora_capitata_HIv3___TS.g17089.t2a		
OG0018893		Montipora_capitata_HIv3___RNAseq.g31629.t1		
