"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0008361",0.000205276668867216,0.999873943529283,146,257,"regulation of cell size","BP"
"GO:0022029",0.000277520661786714,0.999909473595935,36,51,"telencephalon cell migration","BP"
"GO:0021885",0.000326617413205737,0.999889358071358,37,53,"forebrain cell migration","BP"
"GO:0043525",0.000416662329777519,0.999839803592469,43,64,"positive regulation of neuron apoptotic process","BP"
"GO:0021795",0.000579069498813866,0.999808816635177,33,47,"cerebral cortex cell migration","BP"
"GO:0032535",0.000983370301683119,0.999313168830632,199,370,"regulation of cellular component size","BP"
"GO:0030900",0.00124604279983827,0.999148194375458,172,317,"forebrain development","BP"
"GO:0045792",0.00159581085831268,0.999420930501267,32,47,"negative regulation of cell size","BP"
"GO:0021954",0.00160737508015204,0.99931074769293,42,65,"central nervous system neuron development","BP"
"GO:0021987",0.00179010473497088,0.999044253034051,67,112,"cerebral cortex development","BP"
"GO:0021884",0.00182648462382337,0.99944180174464,25,35,"forebrain neuron development","BP"
"GO:1900745",0.00185253467092445,0.999656297162284,16,20,"positive regulation of p38MAPK cascade","BP"
"GO:0021872",0.00199078998493097,0.999097731703725,45,71,"forebrain generation of neurons","BP"
"GO:0050769",0.00207130239721765,0.998494782253575,217,411,"positive regulation of neurogenesis","BP"
"GO:0050680",0.00210935885350997,0.998894265770175,62,103,"negative regulation of epithelial cell proliferation","BP"
"GO:0021879",0.00222172560530514,0.999113203591766,35,53,"forebrain neuron differentiation","BP"
"GO:0050771",0.00242047675807521,0.999096438580947,31,46,"negative regulation of axonogenesis","BP"
"GO:0048705",0.00246691592078229,0.998462015365084,103,183,"skeletal system morphogenesis","BP"
"GO:0006553",0.002511441684667,0.999697439535104,12,14,"lysine metabolic process","BP"
"GO:0007629",0.00253708621812469,0.999819997744586,10,11,"flight behavior","BP"
"GO:0021801",0.00253708621830288,0.999819997744571,10,11,"cerebral cortex radial glia-guided migration","BP"
"GO:0022030",0.00253708621830288,0.999819997744571,10,11,"telencephalon glial cell migration","BP"
"GO:0007288",0.00260477677391871,0.999430002633825,17,22,"sperm axoneme assembly","BP"
"GO:1900744",0.00261743476054064,0.999310716341407,20,27,"regulation of p38MAPK cascade","BP"
"GO:0071260",0.00264737290118478,0.998796143048436,43,68,"cellular response to mechanical stimulus","BP"
"GO:0051241",0.00268684722168076,0.997844486041109,418,828,"negative regulation of multicellular organismal process","BP"
"GO:0042220",0.00270134990033622,0.998956958660326,32,48,"response to cocaine","BP"
"GO:0030098",0.00285009554608564,0.998264501074145,92,162,"lymphocyte differentiation","BP"
"GO:0045666",0.00286296279209188,0.9979549439156,185,348,"positive regulation of neuron differentiation","BP"
"GO:0045321",0.00294867889680224,0.997722626497824,302,588,"leukocyte activation","BP"
"GO:0006954",0.00357308981964667,0.997810388252672,90,159,"inflammatory response","BP"
"GO:0048580",0.00373166770287528,0.99784655063381,73,126,"regulation of post-embryonic development","BP"
"GO:0071214",0.00386724036337914,0.997308028585167,152,283,"cellular response to abiotic stimulus","BP"
"GO:0104004",0.00386724036337914,0.997308028585167,152,283,"cellular response to environmental stimulus","BP"
"GO:0010165",0.00389301368201273,0.998629813463248,26,38,"response to X-ray","BP"
"GO:0006182",0.00405130094093934,0.999321416082032,13,16,"cGMP biosynthetic process","BP"
"GO:0044241",0.0041426304584346,1,7,7,"lipid digestion","BP"
"GO:0060322",0.00430843580824008,0.996587225740338,340,670,"head development","BP"
"GO:0048640",0.00447176644664396,0.997241641912836,88,156,"negative regulation of developmental growth","BP"
"GO:0001952",0.00455645665413969,0.99775301767061,46,75,"regulation of cell-matrix adhesion","BP"
"GO:0001775",0.00466218574422296,0.996329553813022,318,625,"cell activation","BP"
"GO:1904747",0.00476518719559468,0.999381885073917,11,13,"positive regulation of apoptotic process involved in development","BP"
"GO:0019934",0.0047651871962681,0.999381885073817,11,13,"cGMP-mediated signaling","BP"
"GO:0009612",0.00492346837419184,0.996668348337566,126,232,"response to mechanical stimulus","BP"
"GO:0030855",0.00505970026874431,0.996045350965844,295,578,"epithelial cell differentiation","BP"
"GO:0001501",0.00508611430636206,0.996355886001054,167,315,"skeletal system development","BP"
"GO:0046146",0.00508754782209036,0.999605717371713,9,10,"tetrahydrobiopterin metabolic process","BP"
"GO:0006418",0.00523758020204165,0.998430623415933,20,28,"tRNA aminoacylation for protein translation","BP"
"GO:0043039",0.00523758020204165,0.998430623415933,20,28,"tRNA aminoacylation","BP"
"GO:0061387",0.00535011716809648,0.997001155593292,62,106,"regulation of extent of cell growth","BP"
"GO:0051495",0.0053649908688887,0.996731146686338,81,143,"positive regulation of cytoskeleton organization","BP"
"GO:0048513",0.00542753141115634,0.995188936533319,1227,2552,"animal organ development","BP"
"GO:2000177",0.00556336917878327,0.996839139327238,64,110,"regulation of neural precursor cell proliferation","BP"
"GO:0009068",0.00577485224571702,0.998797858159866,14,18,"aspartate family amino acid catabolic process","BP"
"GO:0050770",0.00592048154509029,0.996183946100527,98,177,"regulation of axonogenesis","BP"
"GO:0060348",0.00627527323460437,0.996268332296993,72,126,"bone development","BP"
