feature_id,SRR14333319,SRR14333320,SRR14333321,SRR14333322,SRR14333323,SRR14333324,SRR14333325,SRR14333326,SRR14333327
SpisGene3669,0,0,0,0,0,0,0,0,0
SpisGene3668,4.421074352961758,4.333041903010869,5.682090265179491,0.44678481908075424,1.8810631211404185,1.4718667048420095,0.23942203384921276,0.36838430592588617,0.3294561603035967
SpisGene3666,244.73216547042546,254.819339055745,266.5704632218216,663.4850428700828,307.43890329456104,345.868307159551,322.6239207376927,439.93020607091836,414.08876781476226
SpisGene3665,49.57848294809037,61.99771894276792,63.15458340272783,30.279336480717753,43.08910702365531,64.45286885188492,21.68122228821299,32.597703334389095,22.20067863660611
SpisGene3664,208.92768972243684,256.02286249240626,355.886817542436,838.3278486749055,233.8134068170608,146.96444061528942,102.53843525310893,220.03010253064568,122.61171339964655
SpisGene3663,2.5551642542248163,5.6921235860614035,6.665140380524749,2.8428998455635472,1.8066775090381728,4.938180285873955,0.8125049124153135,0,1.0851618944666102
SpisGene3662,20.41407771156204,24.899306431221888,25.27545732678055,7.660998223965136,10.142924727617567,9.464260867436144,8.39317701817031,9.174208753371014,15.507523416887288
SpisGene3661,21.41716066405865,17.50503211832775,16.80683337085308,7.466399610771766,21.537295647214645,12.805956917456617,13.772029533169523,20.645470421276574,11.8520130819764
SpisGene3660,38.33621670732726,33.22242010517549,42.367040463678386,50.61000357725522,52.2166899130649,80.61601012698779,20.457635438739203,23.750202574917132,26.588052837065664
SpisGene20904,0,0,0,0,0,0,0,0,0
SpisGene20905,1.2698147656881347,3.064488364259729,2.1448763475909125,2.1158210858975757,3.781730274354235,5.852554649065381,0.7138875461438623,0.4153673562031371,0.25493340296590977
SpisGene20906,0,0,0,0,0,0,0,0,0
SpisGene20907,5.7869409161340775,6.348103096804131,4.263602080273572,1.4203952929374093,1.2089310693959217,0.45577430309703465,0.6524213166379307,0,0
SpisGene20900,0,0,0,0,0,0,0,0,0
SpisGene20901,0.6024011867420935,0,0,0,0.49219643475345765,0.405914739735965,0,0,0
SpisGene20902,0.7759906583531706,0,0,0,0,0,0,0,0
SpisGene20903,1.3184292345019721,5.2789143039987145,12.65336523102322,1.4562284593082033,10.356122049553298,1.1422214114003026,2.3286945226085765,3.34887353962428,0.24063040918426074
